lineID	SPEAKER		BADLY TRANSLATED	
4796	objGord		I'm happy	
4797	objGord		From light to dark.	
4798	objGord		(I feel better now)	
4799	objGord		This is the best song ever.	
4800	objGord		Is not it better?	
4801	objGord		Probably the best I've ever done.	
4802	objGord		Thirty-four?	
4803	objGord		We do it because we do not need work.	
4804	objGord		this example I am at the end.	
4805	objGord		And without modesty	
4806	objGord		I'm not that bad.	
4807	objGord		Game 24 uses a pen to play with life.	
4808	objGord		You never know how much you will spend on a digital tool.	
4809	objGord		reliable	
4810	objGord		Do you know the last beautiful song that came out after the match?	
4811	objGord		You play together	
4812	objGord		spiritual	
4813	objGord		But this is not true.	
4814	objGord		I asked those who would sing on Twitter.	
4815	objGord		75 people!	
4816	objGord		microwell	
4817	objGord		Others sing for cameras and laptops.	
4818	objGord		She sings good	
4819	objGord		Now	
4820	objGord		But try them all	
4821	objGord		Okay	
4822	objGord		this song is beautiful	
4823	objGord		try them all	
4824	objGord		Okay	
4825	objGord		And it works very well	
4826	objGord		or I do not understand	
4827	objGord		You speak badly, your throat hurts)	
4828	objGord		I started writing songs this week.	
4829	objGord		I want my wife to give birth.	
4830	objGord		I can not read	
4831	objGord		Deadline is March 4, 2019, but there are good reasons.	
4832	objGord		I think it works.	
4833	objGord		And his mouth.	
4834	objGord		& I am	
4835	objGord		Long	
4836	objGord		We have such a game.	
4837	objGord		You can do amazing things.	
4838	objGord		Give it a try	
4839	objGord		I understand	
4840	objGord		the law!	
				
4841	objGraveyardghost		{rainbow}{wiggle}{background black}	
				
4842	objGreg		Hi, my name is Greek.	
4843	objGreg		I made this game!	
4844	objGreg		I'm happy	
4845	objGreg		Are you willing to make that contribution?	
4846	objGreg		YOUNG! Do you shop online?	
4847	objGreg		They are being prepared.	
4848	objGreg		In fact, there is something I want to say.	
4849	objGreg		I love you now	
4850	objGreg		Hi	
4851	objGreg		thank you	
4852	objGreg		Thank you for your participation. Transport	
4853	objGreg		This is my big game.	
4854	objGreg		I offer you love, connected hearts and hard work.	
4855	objGreg		My car ...	
4856	objGreg		Do the same and get in touch with others.	
4857	objGreg		I think I like it	
4858	objGreg		I do not know when I wrote it	
4859	objGreg		What happens after school?	
4860	objGreg		I do not know how many people play this game every day ...	
4861	objGreg		If anyone sees this	
4862	objGreg		But even if you have a coat.	
4863	objGreg		I am poor	
4864	objGreg		Maybe "thank God" ...	
4865	objGreg		But thank you for watching	
4866	objGreg		Then ...	
4867	objGreg		You can create and share anything.	
4868	objGreg		Personal information is important.	
4869	objGreg		People want to hear your voice.	
4870	objGreg		You can do it.	
4871	objGreg		You're special.	
4872	objGreg		he deserves love	
4873	objGreg		According to me	
4874	objGreg		You can stay here as long as you want.	
4875	objGreg		when he spoke	
4876	objGreg		Let's talk about how this game works.	
4877	objGreg		If you're interested!	
4878	objGreg		good music before you go	
4879	objGreg		I took them to America for five months.	
4880	objGreg		I met many people along the way ...	
4881	objGreg		Nahsob!	
4882	objGreg		I think a lot about life and people.	
4883	objGreg		I want to play this game ...	
4884	objGreg		The first thing I could do was a rainbow car.	
4885	objGreg		Bathrobe.	
4886	objGreg		I need a smart instructor	
4887	objGreg		This is a fun game.	
4888	objGreg		If you see that you need different ideas ...	
4889	objGreg		The waterfall began to flow ...	
4890	objGreg		It took me a long time to see this story.	
4891	objGreg		I had an old plan, but something was missing.	
4892	objGreg		I asked about the goods.	
4893	objGreg		I love my music	
4894	objGreg		I remember calling many while I was there.	
4895	objGreg		That's the point of the story.	
4896	objGreg		My thoughts on history 5.	
4897	objGreg		Create a beautiful world of music	
4898	objGreg		The first operation was performed a few months later.	
4899	objGreg		I've made some changes since then.	
4900	objGreg		But now.	
4901	objGreg		They behave like friends and think they have a chance.	
4902	objGreg		All you need is song and music.	
4903	objGreg		I recorded my voice and tried to imitate all the songs.	
4904	objGreg		I have also written some songs.	
4905	objGreg		But this game requires more than I can handle.	
4906	objGreg		Yes, I know what wisdom is	
4907	objGreg		We need money for that	
4908	objGreg		So Kickstarter is dead.	
4909	objGreg		Kickstarter received a constructive response.	
4910	objGreg		Everyone is very happy.	
4911	objGreg		The game gets fans faster than me.	
4912	objGreg		Many artists are loyal to us.	
4913	objGreg		very special	
4914	objGreg		But I do not know what I'm talking about.	
4915	objGreg		If I ... that's fine	
4916	objGreg		On every occasion	
4917	objGreg		I think you have an important point.	
4918	objGreg		It is hard.	
4919	objGreg		Room...	
4920	objGreg		I met my friend Gordon.	
4921	objGreg		Open...	
4922	objGreg		Even a small amount and interest. But he still believes in good music.	
4923	objGreg		guidance Let them work together	
4924	objGreg		I have a great game.	
4925	objGreg		This is the first game for beginners with good music.	
4926	objGreg		You have many ideas for games ...	
4927	objGreg		translate it	
4928	objGreg		Transport	
4929	objGreg		Then I started working.	
4930	objGreg		let's play it safe	
4931	objGreg		purchase sharing	
4932	objGreg		We specialize in game development and computer programs.	
4933	objGreg		Start the game by shooting.	
4934	objGreg		The other job is proud.	
4935	objGreg		But understand	
4936	objGreg		A sports exhibition has been held here for the past two years.	
4937	objGreg		This is a month of cleansing, separation and renewal.	
4938	objGreg		I can go on and on about this	
4939	objGreg		A year of sacrifice ...	
4940	objGreg		I live here now	
4941	objGreg		Thank you for your attention.	
4942	objGreg		This idea has been added to the collection.	
4943	objGreg		Tell me if you want to know more.	
4944	objGreg		There is no time ...	
4945	objGreg		{size 2}Thank you for attending	
4946	objGreg		{}I think that makes sense	
4947	objGreg		I cant say that	
4948	objGreg		Transport	
4949	objGreg		{color red}{size 2}0	
				
4950	objGuppy		I can not help you	
4951	objGuppy		Are you on time?	
4952	objGuppy		Do not	
4953	objGuppy		Hearing.	
4954	objGuppy		This is a good time for our country.	
4955	objGuppy		the best in the world	
4956	objGuppy		Whose...	
4957	objGuppy		Maybe it's boring ...	
4958	objGuppy		Always before.	
				
4959	objGuppy		C *	
4960	objGuppy		Do you think I'm a fish?	
4961	objGuppy		But it's true.	
4962	objGuppy		The road is moving ...	
4963	objGuppy		bring me the door	
4964	objGuppy		Better protection than regular fish.	
4965	objGuppy		Can I ask you something?	
4966	objGuppy		She has come to meet the queen of the conflict.	
4967	objBard		he is the driver	
4968	objGuppy		Hi!	
4969	objBard		Great word!	
4970	objGuppy		I appreciate your help	
4971	objGuppy		But your new job is special.	
4972	objBard		All the gods I meet are different	
4973	objGuppy		World Health Organization ...	
4974	objGuppy		Ask yourself	
4975	objGuppy		Why do heads behave differently?	
4976	objBard		It is not fair.	
4977	objGuppy		Number.	
4978	objGuppy		This is wrong.	
4979	objGuppy		This is the last sign.	
4980	objBard		So here it is!	
4981	objBard		i did not like it	
4982	objGuppy		Transport	
4983	objGuppy		a good man is born	
4984	objGuppy		Nature affects our planet.	
4985	objGuppy		I said...	
4986	objGuppy		Unfortunately not ...	
4987	objGuppy		slow loading error	
4988	objGuppy		the world is faster	
4989	objBard		Not bad!	
4990	objGuppy		Transport	
4991	objGuppy		{size 1.2}Tell me more ...	
4992	objGuppy		{wiggle .5}function exists{/wiggle}	
4993	objBard		Transport	
4994	objBard		Able to ...	
4995	objGuppy		Transport	
4996	objBard		Experience world music.	
4997	objGuppy		plum	
4998	objGuppy		I understand	
4999	objGuppy		Transport	
5000	objGuppy		It ended up being corrupt.	
5001	objGuppy		Fried meat	
5002	objGuppy		{size 1.2}She is the mighty queen of chaos.	
5003	objGuppy		But follow the rules ...	
5004	objGuppy		I understand ...	
5005	objGuppy		you ask	
5006	objGuppy		{size 1.2}help me	
5007	objGuppy		I hope I will try ...	
5008	objGuppy		It is much easier to process than ordinary fish.	
				
5009	objGuppy		Print ...	
5010	objGuppy		opens the door	
				
5011	objHala		Gift...	
5012	objBard		how many options	
5013	objBard		translated	
5014	objHala		Castle!	
5015	objBard		{quake}{shake}pxxx:	
5016	objHala		{}Oh	
5017	objHala		False.	
5018	objHala		the spirit that guides you	
5019	objHala		I have sent a letter to the complainant ...	
5020	objBard		plum	
5021	objBard		You're shocked.	
5022	objHala		what are you doing	
5023	objHala		Holidays	
5024	objHala		When you die ...	
5025	objHala		I think ...	
5026	objHala		I like the body	
5027	objHala		I need your help	
5028	objHala		but I can help you	
5030	objHala		marriage	
5031	objHala		Tell him?	
5032	objHala		My mother	
5033	objHala		I want to talk with you	
5034	objHala		Due to yesterday's attack ...	
5037	objHala		But it is not easy to find it.	
5038	objHala		love is magic	
5039	objHala		Do not know how to use magic?	
5040	objBard		Room...	
5041	objHala		...	
5042	objHala		If at the same time.	
5043	objHala		In other words, we have lost something.	
5044	objBard		love team spirit.	
5045	objHala		This is news to me.	
5046	objHala		But I'm still dying	
5047	objHala		But do not give up	
5048	objHala		Sorry	
5049	objHala		about your body.	
5050	objHala		they were patient.	
5051	objHala		food	
5052	objHala		I	
5053	objHala		I see a lot of problems ...	
5054	objBard		{}Very good!	
5055	objBard		{}Thanks for your help.	
5056	objHala		from	
5057	objHala		My nickname is:	
5059	objHala		This is my city.	
5060	objEduard		{shake .6}We are all very connected.	
5061	objEduard		What did Ann say ...	
5062	objEduard		We all started from scratch.	
				
5063	objHala		Quietly...	
5064	objHala		I do not know	
5066	objHala		Wait to speak ...	
5067	objHala		life	
5068	objHala		If you want to meet the princess ...	
5069	objHala		I know where to start	
5070	objHala		I'm reading here	
5072	objHala		Maybe we know the way to the castle.	
5073	objHala		I have a card	
5074	objProtul		Very good! Hug you!	
5075	objProtul		Do not talk about science.	
5076	objProtul		They are very angry.	
5077	objBard		But I did not say anything ...	
5078	objProtul		hi listen	
5079	objHala		{size .6}(as above)	
5080	objHala		(Has anyone heard of this?)	
5081	objHala		(Life takes time to learn ...)	
5082	objProtul		{size 1}{shake}One pig!{/shake}	
				
5083	objHangdrum		The United States of America!	
				
5084	objHappyvisor		{wiggle}Use an instant message.{/wiggle}	
5085	objHappyvisor		Is this normal?	
5086	objHappyvisor		great car that fits well. Transport	
5087	objHappyvisor		I'm happy ...	
5088	objHappyvisor		Transport	
5089	objHappyvisor		Gamilta! Be careful what you do. Transport	
5090	objHappyvisor		{quake}{shake}Restart!{/shake} Eat it cool!	
5091	objHappyvisor		{quake}{shake}Put a candle in the oven!{/shake}	
5092	objHappyvisor		I do not know!	
5093	objHappyvisor		I know ????	
5094	objBard		Can you elaborate on that?	
5095	objBard		GAPHO!	
5096	objHappyvisor		YOUNG! Transport	
5097	objHappyvisor		Well! Transport	
5098	objHappyvisor		I am so proud!	
				
5100	objHappyvisor		The Baron quickly walked away.	
5101	objHappyvisor		{wiggle}Very good!{/wiggle} You are advertising!	
5102	objHappyvisor		We have never been so happy ...	
5103	objHappyvisor		But {shake .4}just calm down.{/shake} Do not use ...	
5104	objHappyvisor		Dear Baron.	
5105	objHappyvisor		Very good!	
5106	objHappyvisor		but ...	
				
5107	objHappyvisor		{wiggle}Very good!{/wiggle} I'm so happy!	
5108	objHappyvisor		I understand and love your work.	
5109	objHappyvisor		{wiggle}Kids love this store.{/wiggle}	
5110	objHappyvisor		Cliff! Everyone loves a game.	
5111	objHappyvisor		We are a wonderful family! Oh	
5112	objHappyvisor		{shake .5}Well!{/shake}	
				
5113	objHappyvisor		Woman	
5114	objHappyvisor		{wiggle}Hug you!{/wiggle}	
5115	objHappyvisor		But not you.	
5116	objHappyvisor		{shake .5}Back to your last {quake}email ...	
5117	objHappyvisor		Very good!	
5118	objHappyvisor		laughs ...	
5119	objHappyvisor		{quake}{shake}But this is no joke!{/shake}	
5120	objHappyvisor		{shake .5}I ordered a lot from our store.	
5121	objHappyvisor		YOU MAY!	
5122	objHappyvisor		{quake}{shake}Listen to me! Transport{/shake}	
5123	objHappyvisor		Another great product.	
5124	objHappyvisor		but ...	
				
5125	objHappyvisor		{size 1.2}{quake}{shake}Hug you! Transport	
5126	objHappyvisor		{size 1}{shake .6}Woman...	
5127	objHappyvisor		{size 1.2}{shake}{quake}lot. Transport	
5128	objHappyvisor		{size 1}{shake .6}You will be sorry ...	
5129	objHappyvisor		Baron speaks! Transport	
5130	objHappyvisor		I'm going to my office now ...	
				
5131	objHappyvisor		{shake}Wait! Transport	
5132	objHappyvisor		{}Transport	
5133	objHappyvisor		The application is locked.	
5134	objHappyvisor		Let's see how we pay attention ...	
5135	objHappyvisor		{shake}{quake}Come on in!{/shake} Transport	
5136	objHappyvisor		Transport	
5137	objHappyvisor		This project ...	
5138	objHappyvisor		{quake}{size 1.5}{shake 1.5}{color #FF0000}Call for help! Transport{/shake}	
5139	objHappyvisor		{}Nothing available!	
5140	objHappyvisor		But just calm down.	
5141	objHappyvisor		Later!	
5142	objHappyvisor		Feeling satisfied ...	
5143	objHappyvisor		I want free food too, you know?	
5144	objHappyvisor		{shake}So here it is!{/shake} ,,,, Qina!	
5145	objHappyvisor		I know you have worked hard and live ...	
5146	objHappyvisor		But you have to play for free.	
5147	objHappyvisor		Come tomorrow. Transport	
				
5148	objHappyvisor		{shake}{quake}I want to work in a factory!{/shake}	
5149	objHappyvisor		...	
5150	objHappyvisor		{shake}I do not know what to do!{/shake} Transport	
5151	objHappyvisor		Why Mr. Baron closes industry?	
5152	objHappyvisor		{quake}{shake}Make calls{/shake}	
5153	objHappyvisor		Transport	
5154	objHappyvisor		{wiggle}but ...{/wiggle}	
5155	objHappyvisor		I will always be your faithful servant.	
5156	objHappyvisor		I hope you will always be aware of the latest products.	
5157	objHappyvisor		Excellent performance!	
5158	objHappyvisor		Hi, this is just the beginning ...	
5159	objHappyvisor		{wiggle}but ...{/wiggle}	
				
5160	objHappyvisor		{wiggle}I agree to bring{/wiggle}	
5161	objHappyvisor		I am young and happy!	
5162	objHappyvisor		Very good!	
5163	objHappyvisor_time		Do you want to {wiggle}change the industry{/wiggle} now?	
5164	objBard		I do not want to thank you	
5165	objBard		Well!	
				
5166	objHappyvisor		Transport	
5167	objHappyvisor		Sing {shake}{quake}"Welcome home".{/shake}	
5168	objHappyvisor		I agree to bring	
5169	objHappyvisor		Transport	
5170	objHappyvisor		{quake}{shake}You can do it!{/shake}	
5171	objHappyvisor		I also use it for free.	
5172	objHappyvisor		{shake}{quake}Clean the soil{/shake} before it comes.	
				
5173	objHauntghost		{rainbow}{wiggle}{background black}{data_ghostsongstr}	
				
5174	objHeartfairy		{shake .5}Hell! Transport{/shake}	
5175	objHeartfairy		The princess' heart will not return ...	
5176	objBard		So here it is!	
5177	objBard		How ...	
5178	objBard		I really tried	
5179	objHeartfairy		Gamilta! Transport	
5180	objHeartfairy		The skull ...	
5181	objHeartfairy		It's part of the journey.	
5182	objHeartfairy		I know! Transport	
5183	objHeartfairy		We know what happened. Transport	
5184	objHeartfairy		We're talking about everything here.	
5185	objHeartfairy		He did so much for me. Transport	
5186	objHeartfairy		I think that's good. Transport	
5187	objBard		Transport	
5188	objBard		I'm always in pain	
5189	objBard		Note: Thank you	
5190	objBard		Do you need a copy?	
5191	objBard		raj	
5192	objBard		Where are thousands of people going?	
5193	objHeartfairy		Come on!	
5194	objHeartfairy		I even met some goblins.	
5195	objHeartfairy		I do not know! Transport	
5196	objHeartfairy		We will never meet again. Transport	
5198	objBard		So here it is!	
5199	objBard		Did you meet the teacher?	
5200	objHeartfairy		YOUNG! Transport	
5201	objHeartfairy		let him be	
5202	objBard		So here it is!	
5203	objBard		Where did angels and rulers come from?	
5204	objHeartfairy		Very good! Transport	
5205	objHeartfairy		...	
5206	objHeartfairy		Create fun lessons. Transport	
5207	objHeartfairy		But we are not sure! Transport	
5208	objHeartfairy		Doctor...	
5209	objHeartfairy		YOUNG! Transport	
5210	objHeartfairy		I was there when the world lived. Transport	
5211	objHeartfairy		She is dead!	
5212	objHeartfairy		They have many different ideas to enjoy ...	
5213	objHeartfairy		who or what ...	
5214	objHeartfairy		Heaven is the world. Transport	
5215	objHeartfairy		They are the same. Transport	
5216	objBard		Here it is	
5217	objHeartfairy		GAPO shipping	
5218	objHeartfairy		All articles are free ...	
5219	objHeartfairy		This is a success. Transport	
5220	objHeartfairy		We are all a part of you. Transport	
5221	objHeartfairy		What do you mean? WHAT DO YOU THINK ...	
5222	objHeartfairy		Hit me hard! Transport	
5223	objHeartfairy		This kindness will get you in trouble.	
5224	objHeartfairy		Because everything is important.	
5225	objHeartfairy		But do not think ...	
5226	objHeartfairy		{shake .5}sex!{/shake} Transport	
5227	objBard		Here it is	
5228	objBard		I'm not sure that answers that question.	
5229	objBard		thank you	
				
5230	objHeartfairy		{shake .5}Hell! Transport{/shake}	
5231	objBard		Transport	
5232	objHero		master stone ...	
5233	objHeartfairy		YOUNG! Transport	
5234	objHeartfairy		{size .6}{shake}History...!{/shake}	
5235	objBard		{}Why the castle in this cave?	
5236	objHeartfairy		I do not know! Transport	
5237	objHeartfairy		Why is there a cave in the castle?	
5238	objHero		plum	
5239	objHero		Because the spirit of the world has fallen	
5240	objHero		it all happens here	
5241	objHeartfairy		Hell! Transport	
5242	objHeartfairy		Or ... goodbye!	
5243	objHero		{size .5}Woman{/size}	
5244	objHero		You would think it was full ...	
5245	objHero		he is your brother	
5246	objHeartfairy		Come on!	
5247	objHeartfairy		unknown! Transport	
5248	objHeartfairy		News coming soon!	
5249	objHeartfairy		The king was happy. Transport	
5250	objHeartfairy		What else can I do?	
5251	objHeartfairy		I grew up!	
5252	objHeartfairy		Are we in a cave now?	
5253	objHeartfairy		Chicken! Transport	
5254	objHeartfairy		I do not know what to do! Transport	
5255	objHero		You have nothing.	
5256	objHero		The worm king will not fall.	
5257	objHero		It's something everyone can do ...	
5259	objHero		your pain will be gone	
5260	objBard		{shake}Accent! Transport	
5261	objBard		{shake}I'm brave. Transport	
5262	objBard		what I want to do ...	
5263	objBard		The boss is not dead yet. Transport	
5264	objHero		{}go ...	
5265	objHero		But {shake .5}when?{/shake}	
5266	objHero		what are you doing	
5267	objHero		Now, {shake .5}Queen of Hearts{/shake}	
5268	objHero		Holidays.	
5269	objHero		The King of Worms ... a big black wolf?	
5271	objHeartfairy		YOUNG! Transport	
5272	objHeartfairy		But the time has come!	
5273	objHeartfairy		weather!	
5274	objHero		I can see this mask.	
5275	objBard		{shake .5}the king of worms?{/shake} Transport	
5277	objHeartfairy		A cow? Transport	
5278	objHeartfairy		Is it true? Transport	
5279	objHeartfairy		{shake}Most{/shake}	
5280	objBard		Come on!	
5281	objBard		I found another way!	
5282	objBard		I'm brave.	
5283	objHero		Transport	
5284	objHero		What do I want to do? {shake .5}You will love it{/shake}	
5285	objBard		Very good!	
5287	objHero		I go; I would like to!	
5288	objHeartfairy		Bring him.	
5289	objHeartfairy		We love music. Transport	
5290	objHeartfairy		Lovely mother ...	
5291	objHeartfairy		You are {wiggle}completely{/wiggle} in your heart.	
5292	objHeartfairy		Do not answer.	
5293	objHeartfairy		It is worth it! Transport	
5294	objBard		YOUNG! Transport	
5295	objBard		Congratulations Audrey!	
5296	objBard		Give it a try!	
5297	objHero		Transport	
5298	objBard		And ... {shake .5}I said yes.{/shake}	
5299	objHero		Well!	
5300	objHero		We promise!	
5301	objHero		let's do what we want	
5302	objHero		Or else ...	
5303	objHero		Hopefully I get in eventually.	
5304	objHero		Prohibited ...	
5305	objHeartfairy		Hell! Transport	
5306	objHeartfairy		I will have it	
5307	objHeartfairy		internal objects	
5308	objBard		stupidity	
5309	objBard		Hi Brave!	
5310	objBard		But if you think so ...	
5311	objBard		I look like a hero! Transport	
5312	objHeartfairy		YOUNG! Transport	
5313	objHeartfairy		thanks for the transport	
5314	objBard		So here it is!	
5315	objBard		I run. Transport	
5316	objHeartfairy		Worm King is amazing. Transport	
5317	objHeartfairy		Prose!	
5318	objHeartfairy		this is the best man ever	
5319	objHeartfairy		{shake .5}Good wolf!{/shake} Transport	
5320	objHeartfairy		Everyone loves and does not hurt.	
5321	objHeartfairy		Joseph, I'm scared.	
5322	objHeartfairy		what are you doing	
5323	objHeartfairy		Do you think it's good?	
5324	objBard		I do not know!	
5325	objBard		Print ...	
5326	objBard		without!	
5327	objBard		Audrey and I have a special talent.	
5328	objBard		We are together now!	
5329	objHeartfairy		Well! Transport	
5330	objHeartfairy		I can no longer wait. Transport	
5331	objHeartfairy		I hope you can help!	
5332	objHeartfairy		Here it is!	
5333	objHeartfairy		He's the best friend in the world. Transport	
5334	objHeartfairy		Do you like to cry, play, cry ...	
5335	objHeartfairy		Do {shake}not{/shake} be a bad monster.	
5336	objHeartfairy		(enough!)	
5337	objHeartfairy		If you want the best…	
5338	objHeartfairy		It all works for me!	
5340	objHero		There is no doubt about that. Prophets.	
5341	objHero		{shake .5}talk too much{/shake}	
5342	objHero		I understand!	
5343	objBard		(closed!)	
5344	objHeartfairy		(Big clock !!!)	
				
5352	objHermes		What is magic?	
5353	objHermes		I change without thinking.	
5354	objHermes		as my friend	
5355	objHermes		Hi!	
5356	objHermes		I think you are right.	
5357	objHermes		When a girl leaves me ...	
5358	objHermes		Where is the witch who helped me?	
5359	objHermes		That's what we want	
5360	objHermes		I can not fly ...	
5361	objHermes		Maybe that, I do not know.	
5362	objHermes		Finding witches is not easy.	
5363	objHermes		I always think about it	
5364	objHermes		They believe that all magic must be corrected.	
5365	objHermes		But I have many problems	
5366	objHermes		I think I've solved all the problems.	
				
5367	objHero		Collect!	
5368	objHero		whatever you want	
5369	objHero		Please wait a moment	
				
5370	objBard		Just calm down beforehand! Transport	
5371	objMiriam		I agree	
5372	objMiriam		Prose! very similar ...	
5373	objMiriam		close now	
				
5374	objHero		Transport	
5375	objHero		Can you edit this song?	
5376	objBard		YOUNG!	
5377	objBard		YOUNG!	
5378	objHero		Transport	
5379	objHero		I think you are right.	
5380	objHero		Management:	
5381	objHero		Do you remember the sun and the moon?	
5382	objHero		He died after the death of his grandfather.	
5383	objHero		Ayala ...	
5384	objHero		No one else knows.	
5385	objHero		I like to sing ...	
5386	objHero		Monitoring of the service is not guaranteed.	
5387	objBard		So here it is! Hi!	
5388	objBard		Music ... you will never die, Audrey!	
5389	objBard		I touch it in my mind!	
5390	objHero		amadada	
5391	objHero		where's your boss?	
5392	objBard		Number of animals?	
5393	objBard		Hit	
5394	objBard		I heard	
5395	objHero		plum	
5396	objHero		You and I are confused.	
5397	objHero		Rhett Lieven.	
5399	objHero		This is mustard	
5400	objHero		But you were wrong	
5401	objHero		To my surprise, I was invited.	
5402	objHero		His behavior is so bad that he does not regret.	
5403	objBard		C *	
5404	objBard		Transport	
5405	objBard		Listen, Mary.	
5406	objBard		and he is my friend	
5407	objBard		There is no time ...	
5408	objBard		I do not want to hurt you.	
5409	objBard		I do {shake}not{/shake} want to see you as a person!	
5410	objBard		Be like a deep gun.	
5411	objBard		If you have questions...	
5412	objBard		Everything you do hurts a person.	
5413	objBard		You're not the case.	
5414	objBard		What did Mary do?	
5415	objBard		Very good!	
5416	objBard		I want to help my friend	
5417	objBard		Who will save the earth?	
5418	objBard		Very nice person!	
5419	objBard		Don't worry, it will not hurt.	
5420	objBard		Hell only.	
5421	objHero		Transport	
5422	objHero		Male	
5423	objHero		You and your partner are in danger.	
5424	objBard		Transport	
5425	objBard		A flower sugar?	
5426	objHero		I make everything myself.	
5427	objHero		Sief and heroes:	
5428	objHero		that's not a good thing	
5433	objHero		maybe not you	
5434	objHero		No problem?	
5435	objBard		I do not know ...	
5436	objHero		Transport	
5437	objBard		This is a house	
5438	objBard		But I think it's going to be good.	
5439	objBard		I love this place ...	
5440	objHero		Transport	
5441	objBard		sword ...	
5442	objBard		not always good	
5443	objBard		I know you fought the monsters and saved a lot of people.	
5444	objBard		But we were sad about this	
5445	objBard		I'm glad you're gone.	
5446	objBard		You're not the case.	
5447	objBard		and you got it	
5448	objBard		Let's do it together!	
5449	objBard		Save the King!	
5450	objHero		I think you are right.	
5451	objHero		You surprise me ...	
5452	objHero		now me	
5453	objHero		I believe in everything	
5454	objHero		But without football, it is useless.	
5455	objHero		Here it is	
5456	objHero		frightened ...	
5457	objHero		my destiny is in your hand	
5458	objHero		Transport	
5459	objHero		{size .7}(I'm against...)	
				
5460	objHero		I'm not talking about that	
5461	objHero		How did I find my lost sword.	
5462	objHero		I thought	
5463	objHero		I felt like I had nothing without him	
5464	objHero		When you leave ...	
5465	objHero		I do not know what to do without a knife.	
5466	objHero		I'm fine.	
5467	objBard		What do you need?	
5468	objBard		Stop killing these leaders.	
5469	objHero		does not end there	
5470	objHero		That's my strength.	
5471	objHero		I'm living another life.	
5472	objBard		Get it ... do not get it!	
5473	objBard		your sword will not help you.	
5474	objHero		My sword now shines like lightning.	
5475	objHero		Likewise.	
5476	objBard		What are you doing ...	
5477	objBard		... and before you know it, you're a master!	
5478	objHero		Before he became an independent hero	
5479	objHero		I do not know.	
5480	objBard		These are	
5481	objHero		let me	
5482	objHero		I am very strong, smart and beautiful.	
5483	objHero		But many people ...	
5484	objHero		That does not mean no one cares.	
5485	objBard		Transport	
5488	objHero		He still has a sword in his hand.	
5490	objHero		And she's happy	
5491	objHero		Are you trying to seduce?	
5492	objBard		YOUNG!	
5493	objBard		Judging	
5494	objHero		Hi!	
5495	objHero		Britain has threatened to leave the EU.	
5496	objHero		Everyone in the world thinks he's dreaming.	
5497	objHero		they are things	
5498	objBard		Well ...?	
5499	objHero		Up	
5500	objHero		They call it disaster.	
5501	objHero		But many people forget the future.	
5502	objHero		Or use your basic skills	
5503	objHero		hard to admit	
5504	objHero		But how did you leave your friend Cool?	
5505	objBard		rajt!	
5506	objBard		Everything works ...	
5507	objBard		Can you guess what it is?	
5508	objHero		What do you do with your child?	
5509	objBard		Let's take Tai Chi!	
5510	objHero		violent vibration	
5511	objBard		To ...	
5512	objBard		Oh, if no one cares.	
5513	objBard		I'm not trying to identify you, Audrey.	
5514	objHero		Are we just friends?	
5516	objBard		YOUNG!	
5517	objBard		It's good to see others.	
5518	objHero		Transport	
5519	objHero		what are you doing	
5520	objHero		What happens to the disabled?	
5521	objHero		How do you know if I can help you?	
5522	objBard		I do not know if I can help?	
5523	objBard		We love you, Audrey.	
5524	objBard		We love them as they are.	
5525	objBard		Although it does not help ...	
5526	objBard		you have to take care of them	
5527	objHero		Transport	
5528	objHero		Witch / Oh ...	
5529	objHero		Transport	
5530	objHero		We will	
5531	objBard		Woman	
5532	objBard		Listen!	
5533	objHero		About ...	
				
5534	objBard		World Health Organization ...	
5535	objBard		Well ...	
5536	objHero		{shake}Transport{/shake}	
5537	objHero		{shake .3}World Health Organization ...	
5538	objHero		hluba ...	
5539	objHero		{shake}Where did I move to?	
5540	objHero		{shake .75}where is my knife	
5541	objHero		Grandson! Transport!	
5542	objHero		GAPO{/shake} You're right!	
5543	objHero		I drank this wine ...	
5544	objHero		skip this	
5545	objBard		Very good! Transport	
5546	objHero		{shake}Very sad!	
5547	objHero		{shake}I'm on my way this month. Transport	
5548	objHero		My sword is lost. Transport	
5550	objHero		{shake}Prose! Transport	
5551	objHero		They ruined {quake}everything.	
5552	objHero		Welcome! Transport	
5553	objHero		Love ...	
5554	objHero		{shake .2}Love ...	
5555	objHero		{/shake}fame	
5556	objHero		Transport	
5557	objHero		Transport	
5558	objHero		we are going to die here	
5559	objHero		Transport	
5560	objHero		{shake}you{/shake} can die here	
5561	objHero		Nature	
5562	objBard		what are you {wiggle}doing{/wiggle}	
5563	objHero		no knife	
5564	objBard		So here it is!	
5565	objBard		What is a rainbow girl?	
5566	objHero		It's possible	
5567	objBard		Rainbow girls!	
5568	objBard		This is new ...!	
5569	objHero		plum	
5570	objBard		{shake}I have a horse. Transport	
5571	objHero		{}Transport	
5572	objHero		They did not want to help.	
5573	objHero		said Chanda	
5574	objHero		I said go	
5575	objHero		I will not return	
5576	objBard		Why did you do that?	
5577	objHero		Transport	
5578	objHero		Transport	
5579	objHero		... undoubtedly.	
5580	objHero		{wiggle}bad{/wiggle}	
5592	objHero		another sentence	
5594	objHero		It is {wiggle}expected{/wiggle} that ...	
5595	objHero		But how did you teach me that?	
5596	objHero		do not leave	
5598	objHero		As you know	
